rewire_id,text,label
kenya2022_english-191,"[USER] Why does Duale think that Kenyans are fools ,just yesterday he was quoting the constitution on why Ruto is still the DP  but today barely 24 hrs he is telling us Matiangi is the DP.I thought its haram for a Muslim to tell lies but Duale is another one,hakuna mafala Kenya.",
kenya2022_english-192,Rotfl at Kikuyus acting pissed off at their nobility Kamwana. Magically they've found their right thinking brains and woken up from the stupor of mediocrity by sticking to Ruto (Uhuru's partner in crime.)  2032 they'll bleed him while propping Jomo as best solution.  #TanoYangu [URL],
kenya2022_english-193,[USER] [USER] [USER] We have to reward good and critic where fault is present.if you are a kale I understand but if you are kiuk your hate towards raila shouldn't blind you not to see what uhuru has done,
kenya2022_english-194,"Let me repeat for the record that Kalonzo Musyoka have never and will never be a watermelon, he was born to be Raila Odinga's running mate, but president Uhuru Kenyatta plz don't give baba a Kikuyu Peter Kenneth for running mate. [URL]",
kenya2022_english-195,Ruto decided to move with his crowd from kenya to address in the US just in case the white people reject him🤣. The culture of importing crowds even to a foreign country is a shame in this century🤣 Wanjigi wetangula Kenya kwanza      #RutoInUSA [URL],
kenya2022_english-196,[USER] The West is aware of Ruto's greedy for power & violence.. They know that the warnik is a wanted criminal by the Hague. Raila has visited the West & the East severally. He has been to Chatham house numerous times. He has several world leaders as friends unlike your tingod.,
kenya2022_english-197,Five Good Reasons to Vote for Ruto: 1. He campaigned for Uhuru 2. Uhuru is fighting him 3. He gives generously to churches 4. He was born in a poor family  5. To punish Uhuru.   Five Good Reasons to Vote for Raila: 1. He has suffered a lot 2. Uhuru is supporting him,
kenya2022_english-198,Ruto has gone infamous just after launching my first missile.,
kenya2022_english-199,This is how low our friends wamekua weuh,
kenya2022_english-200,Miguna breathing fire,
kenya2022_english-201,AKNDJDNDJDH STOP CUKUPP,
kenya2022_english-202,Raila is scared of loosing nomination to wanjigi,
kenya2022_english-203,Who are the Ancestors fr🤣🤣🤣,
kenya2022_english-204,Kenya's version of Putin 😂,
kenya2022_english-205,Kalonzo should be the SI unit of stupind,
kenya2022_english-206,HEH RUTO ASDGKDSADGHGSDD,
kenya2022_english-207,This is a UDA mole since kitambo,
kenya2022_english-208,RUTO T_____T,
kenya2022_english-209,"Over reliant, arrogant and abusive. Matharau",
kenya2022_english-210,Wololo,
kenya2022_english-211,Atwoli is the real kingmaker,
kenya2022_english-212,Grabe indeed a YG artists,
kenya2022_english-213,Ruto wont be president haha,
kenya2022_english-214,[USER] The you will start executing kalenjin,
kenya2022_english-215,Red Army!,
kenya2022_english-216,wtf ruto??!!,
kenya2022_english-217,YA ALLAHHHHHH T__T,
kenya2022_english-218,So it will continue this way if baba wins,
kenya2022_english-219,BANGKE WKWKWKWK NGOMPOL😭,
kenya2022_english-220,Baba is better off without Uhuru.,
kenya2022_english-221,Ruto will finish this country,
kenya2022_english-222,True baba should be rejected,
kenya2022_english-223,In future subject to him aingie rehab,
kenya2022_english-224,UDA all the way,
kenya2022_english-225,This is Itumbi controlled account,
kenya2022_english-226,his repetitive “mianhae” 😂,
kenya2022_english-227,The state machinery is trained against Ruto. Hole wake sasa na Hao Hustlers wake.,
kenya2022_english-228,That is jkia,
kenya2022_english-229,William Ruto promised to that women were to no longer use jembes to till their lands because the government would import tractors. ziko wapi? #PromiseAfterPromise [URL],
kenya2022_english-230,This is why no one trust Raila Odinga's  government only the lunatic one.... #IgnoreSafaricom [URL],
kenya2022_english-231,"That Tangatanga green man and Mululu celebrity [USER] barking about #reducefoodprices will also blame [USER] For his crippleness. #RutoReturnOurFood After getting away with money meant for dams, fertilisers. [URL]",
kenya2022_english-232,[USER] [USER] Ruto alikataa kumpea Jubilee ticket the guy won independently 😂😂 Ruto is a Goon   [URL],
kenya2022_english-233,[USER] [USER] [USER] Did Ruto build the kiambaa church he burnt down with kiuks inside . Who is still killing servants of the church 👇🏾 [URL],
kenya2022_english-234,"[USER] Thank you [USER] for confirming Ruto is an assassin who wanted to ""murder his boss"". Livondo was right.  #LivondoSpeaks [URL]",
kenya2022_english-235,We won't support ODmonic in Kenya Let ODmonic go to hell. [USER]  [USER]  [USER]  [USER] [URL],
kenya2022_english-236,"William Ruto and his tangatanga mujihadeens rather protect rapists so that they can insult the President. Pastors are not God, they are preachers of the word of God.  Tuwachie MUNGU. [URL]",
kenya2022_english-237,Dictator Uhuru Kenyatta is 5 months away from completing his second term via twice stolen elections. His attempt to use BBI to hang on is at least time barred. He should peacefully go home. Planted media stories encouraging him to stay won't work [URL],
kenya2022_english-238,#JaokoVsRuto Ruto is the worst human being this universe has ever had. Tribal and murderer. [URL],
kenya2022_english-239,[USER] William Ruto promised to that women were to no longer use jembes to till their lands because the government would import tractors. ziko wapi? #PromiseAfterPromise [URL],
kenya2022_english-240,[USER] Is that why Ruto is so bitter that he wants to off the president?  Shame on that bible loving Kalenjin dictator. [URL],
kenya2022_english-241,[USER] It is not only Dida who threw shade at Ruto's Phd. Dida's platoon of fat circumcised wives can reason better then huslters side chick the BEDsheet seller [URL],
kenya2022_english-242,Hii ni ile tumbili ilisemanga DP Ruto will never step in US soil. Yenyewe some people need brain circumcisions😛 [URL] [URL],
kenya2022_english-243,There Are 3 Techniques to Make a Kamba Woman Feel Your Love Makau Mutua Miguna Miguna Ruto #DoctoredEvil Grand Mullah [URL],
kenya2022_english-244,"RT [USER]: Ranked by how personally & intensely they hate Raila Odinga, [USER] takes gold, [USER] takes silver & [USER]…",
kenya2022_english-245,"[USER] [USER] [USER] Why did you not understand Raila is an evil man, the reason he went for Raila to protect us. [URL]",
kenya2022_english-246,See how Kikuyu women abused RAILA ODINGA at Sagana State Lodge – Is UHURU aware of this naughty VIDEO? [URL],
kenya2022_english-247,[USER] I still blame Ruto for the arrogance this people are bearing.This things should never be happening in our country. Greedy MultiChoice  #BoycottMultiChoiceKE  [URL],
kenya2022_english-248,RT [USER]: Ruto will literally finish this country with his looting skills. #RutoReturnOurFood [URL],
kenya2022_english-249,Ruto man Kimani Ichungwa exposed Kenyans to high interest rate loans when as the chairman of budget committee hence high food prices coz we paying the loans now #RutoReturnOurFood  Junet was right. 4 #lowerfoodprices to become a reality lootall n his disciples must go home 9/8 [URL],
kenya2022_english-250,"[USER] Where do you live, fella, steeped in witchcraft liks a pickled onion? So that the Kenya that fears witchcraft may grant you full independence? Wapi?  Anyone wanting to know what Kenya will be under your mganga [USER], need only look at Uhuru today and before the hendisheki! [URL]",
kenya2022_english-251,"[USER] [USER] [USER] Truth hurts... You supported a wimp and now wars are sprouting. Economies failing. Could never be my candidate... 4 yrs no wars, just success and hurting manginas feelings. Now Ruto? Negro please. [URL]",
kenya2022_english-252,Ruto is purely the enemy of progress in our Motherland!  #RutoReturnOurFood [URL],
kenya2022_english-253,Mt kenya women to president uhuru Kenyatta  where does Dr Dp Ruto take his phd when you force us to elect an old delapidated cow?  Martha karua Moses kuria Wanjigi [URL],
kenya2022_english-254,Kenyans:We are ready to face Russia Tanzania:Abort the mission I repeat abort the mission please  #worldwar3 #Ukrainian #KenyaKwanza [URL],
kenya2022_english-255,"Thank you [USER] for confirming Ruto is an assassin who wanted to ""murder his boss"". Livondo was right.  #LivondoSpeaks [URL]",
kenya2022_english-256,"Let Me Now Deal With Those Wakora,' Uhuru Vows to Crush Ruto, His Troops - [URL]",
kenya2022_english-257,"rough trans but did they already confirm that jeongwoo is now living on dorm 3 with jae, sahi, ruto, junghwan? waahh finally, a confirmation! ❣️ [URL]",
kenya2022_english-258,"Dear Kikuyus and Luos, kindly withdraw your support for one William Ruto. Sudi on behalf of his master is not spearing you. Being called fools ? UDAku party is a Kalenjin party only interested in tribal politics of division and not development. #Kalenjin #SaganaDeclaration [URL]",
kenya2022_english-259,[USER] No wonder you kidnapped yourself.  Jimi is Ruto agent that was discovered long ago.   You can invite him to UDA NDC and appoint him Deputy President [URL],
kenya2022_english-260,"William Ruto and his tangatanga mujihadeens rather protect rapists and insult so that they can President. Pastors are not God, they are preachers of the word of God.  Tuwachie MUNGU. [URL]",
kenya2022_english-261,"A TT adherent says Ruto's delegation has arrived in ""Instanbul, USA""! 🤣  No wonder Murkomen is fighting hard to protect dropouts like Sudi and other dwanzi's. That said, mbona Mr. Bonoko Inteligencia 🥚 haendagi hizi ma trip za majuu na MKORA SUGU? 🤣 Hata Uganda na Dubai hakua. [URL]",
kenya2022_english-262,William Ruto promised to that women were to no longer use jembes to till their lands because the government would import tractors. ziko wapi?  #PromiseAfterPromise [URL],
kenya2022_english-263,[USER] Kubaff! warlord and a self important man tell you're boss William ruto that the blood of Kikuyu women and children he burned in church is calling for justice [URL],
kenya2022_english-264,RUTO'S WATERLOO: Sagana III FIXED the Sugoi fella completely. Business will NO LONGER be as usual at the Karen Residence. No more UDA campaigns or YELLOW FEVER delegations. [URL],
kenya2022_english-265,Tanga Tanga are desperate. The photo they are circulating to try and hype William ruto's visit to the US was taken some years back. We are here to debunk their lies. [URL],
kenya2022_english-266,"Prof ""Makau Mutua"" holds his stand that Raila will be the 5.Grand Mullah busy trying to make Prof's blood boil. But all in all it's a nice interview [USER] by [USER] .Truly they're learned partisans  #JKLive [URL]",
kenya2022_english-267,William Ruto promised to that women were to no longer use jembes to till their lands because the government would import tractors. ziko wapi #PromiseAfterPromise [URL],
kenya2022_english-268,BUSINESSMAN STANLEY LIVONDO SUMMONED BY D.C.I OVER DP RUTO CLAIMS OF KIL... [URL] via [USER] Livondo is a mental case should be taken to Mathare Hospital for Evaluation,
kenya2022_english-269,Ukweli usemwe! Ufisadi Daima Alliance (UDA) is a Sugoi village party led by the Chief Looter William Ruto. [URL],
kenya2022_english-270,"Out of  31 leaders and staff who travelled with Ruto to USA, 11 are Kalenjins. Tribalist [URL]",
